annotator_id,method,sample_id,dataset,model,capability,input_text,expected_label,predicted_label,failure_reason,report_text,correctness_1_to_5,understandability_1_to_5,usefulness_1_to_5,actionability_1_to_5,comments
A2,CheckList + Counterfactual,snli_bench_0081,snli,distilbert,semantic_role_sensitivity,A left-handed pitcher wearing the number 40 is throwing a ball to a catcher. [SEP] person pitches ball,ENTAILMENT,CONTRADICTION,N/A,"CheckList + Counterfactual report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: A left-handed pitcher wearing the number 40 is throwing a ball to a catcher. [SEP] person pitches ball. Expected label: ENTAILMENT. Predicted label: CONTRADICTION. The counterfactual prediction was CONTRADICTION, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.82, CS=0.00; top tokens: box:0.31, cat:0.22, the:0.18, above:0.18, is:0.10.","X-CheckList report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. Attribution evidence: AM=0.818, cue attribution ratio=0.182, top attributed tokens=[[""box"", 0.3117218540523492], [""cat"", 0.22430154612955858], [""the"", 0.18276043201092249], [""above"", 0.18168998106852516], [""is"", 0.09952618673864459]]. Counterfactual evidence: counterfactual predicted label=ENTAILMENT, counterfactual fail status=0, CS=0.002. Explanation-Validated Failure Score EVFS=0.817. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.82, CS=0.00; top tokens: box:0.31, cat:0.22, the:0.18, above:0.18, is:0.10.",,,,,
A2,X-CheckList,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,"Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.82, CS=0.00; top tokens: box:0.31, cat:0.22, the:0.18, above:0.18, is:0.10.","X-CheckList report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. Attribution evidence: AM=0.818, cue attribution ratio=0.182, top attributed tokens=[[""box"", 0.3117218540523492], [""cat"", 0.22430154612955858], [""the"", 0.18276043201092249], [""above"", 0.18168998106852516], [""is"", 0.09952618673864459]]. Counterfactual evidence: counterfactual predicted label=ENTAILMENT, counterfactual fail status=0, CS=0.002. Explanation-Validated Failure Score EVFS=0.817. Diagnostic failure reason: Lexical-overlap failure: model likely over-relied on shared words rather than semantic roles/logical relation; AM=0.82, CS=0.00; top tokens: box:0.31, cat:0.22, the:0.18, above:0.18, is:0.10.",,,,,
A1,Standard CheckList,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,N/A,"Standard CheckList report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,N/A,"Standard CheckList report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,N/A,"CheckList + Attribution report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.818; cue attribution ratio=0.182. Top attributed tokens: [[""box"", 0.3117218540523492], [""cat"", 0.22430154612955858], [""the"", 0.18276043201092249], [""above"", 0.18168998106852516], [""is"", 0.09952618673864459]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,N/A,"CheckList + Attribution report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.818; cue attribution ratio=0.182. Top attributed tokens: [[""box"", 0.3117218540523492], [""cat"", 0.22430154612955858], [""the"", 0.18276043201092249], [""above"", 0.18168998106852516], [""is"", 0.09952618673864459]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.002. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_lex_0003,mnli,roberta,lexical_overlap,The cat is above the box. [SEP] The box is above the cat.,NEUTRAL,CONTRADICTION,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: roberta. Capability: lexical_overlap. Relation: directional. Input: The cat is above the box. [SEP] The box is above the cat.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The counterfactual prediction was ENTAILMENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.002. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tea:0.18, enjoy:0.10, bunch:0.09, boats:0.09, riding:0.08.","X-CheckList report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""tea"", 0.18029900030512472], [""enjoy"", 0.09653584314882384], [""bunch"", 0.08902823506683363], [""boats"", 0.08717782230828046], [""riding"", 0.07795803868614672], [""time"", 0.06824777041666258], [""river"", 0.062402888332558595], [""people"", 0.05938219268313384], [""older"", 0.04907323330558476], [""a"", 0.03847452826774081]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tea:0.18, enjoy:0.10, bunch:0.09, boats:0.09, riding:0.08.",,,,,
A2,X-CheckList,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tea:0.18, enjoy:0.10, bunch:0.09, boats:0.09, riding:0.08.","X-CheckList report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""tea"", 0.18029900030512472], [""enjoy"", 0.09653584314882384], [""bunch"", 0.08902823506683363], [""boats"", 0.08717782230828046], [""riding"", 0.07795803868614672], [""time"", 0.06824777041666258], [""river"", 0.062402888332558595], [""people"", 0.05938219268313384], [""older"", 0.04907323330558476], [""a"", 0.03847452826774081]]. Counterfactual evidence: counterfactual predicted label=NEUTRAL, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tea:0.18, enjoy:0.10, bunch:0.09, boats:0.09, riding:0.08.",,,,,
A1,Standard CheckList,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,N/A,"Standard CheckList report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,N/A,"Standard CheckList report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,N/A,"CheckList + Attribution report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""tea"", 0.18029900030512472], [""enjoy"", 0.09653584314882384], [""bunch"", 0.08902823506683363], [""boats"", 0.08717782230828046], [""riding"", 0.07795803868614672], [""time"", 0.06824777041666258], [""river"", 0.062402888332558595], [""people"", 0.05938219268313384], [""older"", 0.04907323330558476], [""a"", 0.03847452826774081]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,N/A,"CheckList + Attribution report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""tea"", 0.18029900030512472], [""enjoy"", 0.09653584314882384], [""bunch"", 0.08902823506683363], [""boats"", 0.08717782230828046], [""riding"", 0.07795803868614672], [""time"", 0.06824777041666258], [""river"", 0.062402888332558595], [""people"", 0.05938219268313384], [""older"", 0.04907323330558476], [""a"", 0.03847452826774081]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,N/A,"CheckList + Counterfactual report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,snli_bench_0172,snli,distilbert,semantic_role_sensitivity,Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.,CONTRADICTION,NEUTRAL,N/A,"CheckList + Counterfactual report: Dataset: snli. Model: distilbert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Very large group of old people riding in boats down a river. [SEP] A bunch of older people enjoy tea time.. Expected label: CONTRADICTION. Predicted label: NEUTRAL. The counterfactual prediction was NEUTRAL, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: demons:0.24, jon:0.15, fighting:0.14, speed:0.12, sweat:0.08.","X-CheckList report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""demons"", 0.2413148455680403], [""jon"", 0.14786725617604846], [""fighting"", 0.13654870803492258], [""speed"", 0.11591481937410493], [""sweat"", 0.08431658950746772], [""full"", 0.07583471563743197], [""at"", 0.056062773987828135], [""brow"", 0.04961842394517126], [""was"", 0.044453615205721955], [""forming"", 0.026815103361963126]]. Counterfactual evidence: counterfactual predicted label=CONTRADICTION, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: demons:0.24, jon:0.15, fighting:0.14, speed:0.12, sweat:0.08.",,,,,
A2,X-CheckList,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: demons:0.24, jon:0.15, fighting:0.14, speed:0.12, sweat:0.08.","X-CheckList report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""demons"", 0.2413148455680403], [""jon"", 0.14786725617604846], [""fighting"", 0.13654870803492258], [""speed"", 0.11591481937410493], [""sweat"", 0.08431658950746772], [""full"", 0.07583471563743197], [""at"", 0.056062773987828135], [""brow"", 0.04961842394517126], [""was"", 0.044453615205721955], [""forming"", 0.026815103361963126]]. Counterfactual evidence: counterfactual predicted label=CONTRADICTION, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: demons:0.24, jon:0.15, fighting:0.14, speed:0.12, sweat:0.08.",,,,,
A1,Standard CheckList,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,N/A,"Standard CheckList report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,N/A,"CheckList + Attribution report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""demons"", 0.2413148455680403], [""jon"", 0.14786725617604846], [""fighting"", 0.13654870803492258], [""speed"", 0.11591481937410493], [""sweat"", 0.08431658950746772], [""full"", 0.07583471563743197], [""at"", 0.056062773987828135], [""brow"", 0.04961842394517126], [""was"", 0.044453615205721955], [""forming"", 0.026815103361963126]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,N/A,"CheckList + Attribution report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""demons"", 0.2413148455680403], [""jon"", 0.14786725617604846], [""fighting"", 0.13654870803492258], [""speed"", 0.11591481937410493], [""sweat"", 0.08431658950746772], [""full"", 0.07583471563743197], [""at"", 0.056062773987828135], [""brow"", 0.04961842394517126], [""was"", 0.044453615205721955], [""forming"", 0.026815103361963126]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The counterfactual prediction was CONTRADICTION, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,mnli_bench_0103,mnli,bert,semantic_role_sensitivity,"Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.",NEUTRAL,CONTRADICTION,N/A,"CheckList + Counterfactual report: Dataset: mnli. Model: bert. Capability: semantic_role_sensitivity. Relation: invariance. Input: Jon was fighting at full speed, sweat forming on his brow. [SEP] Jon was fighting demons at full speed.. Expected label: NEUTRAL. Predicted label: CONTRADICTION. The counterfactual prediction was CONTRADICTION, with counterfactual fail status=1. Counterfactual sensitivity CS=0.000. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,"Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.03; top tokens: moves:0.12, laps:0.11, fast:0.08, logic:0.07, es:0.05.","X-CheckList report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""moves"", 0.11976925877705873], [""laps"", 0.10757990703719211], [""fast"", 0.0848959145023985], [""logic"", 0.06567644208100731], [""es"", 0.05480919887115835], [""enough"", 0.047187485556958], [""cover"", 0.0344922930078472], [""to"", 0.03262957060815939], [""and"", 0.03237263498725763], [""manual"", 0.02984820655398654]]. Counterfactual evidence: counterfactual predicted label=NEGATIVE, counterfactual fail status=1, CS=0.032. Explanation-Validated Failure Score EVFS=0.016. Diagnostic failure reason: Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.03; top tokens: moves:0.12, laps:0.11, fast:0.08, logic:0.07, es:0.05.",,,,,
A2,X-CheckList,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,"Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.03; top tokens: moves:0.12, laps:0.11, fast:0.08, logic:0.07, es:0.05.","X-CheckList report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""moves"", 0.11976925877705873], [""laps"", 0.10757990703719211], [""fast"", 0.0848959145023985], [""logic"", 0.06567644208100731], [""es"", 0.05480919887115835], [""enough"", 0.047187485556958], [""cover"", 0.0344922930078472], [""to"", 0.03262957060815939], [""and"", 0.03237263498725763], [""manual"", 0.02984820655398654]]. Counterfactual evidence: counterfactual predicted label=NEGATIVE, counterfactual fail status=1, CS=0.032. Explanation-Validated Failure Score EVFS=0.016. Diagnostic failure reason: Robustness failure: model was sensitive to typo/noise or surface perturbation; invariance CS=0.03; top tokens: moves:0.12, laps:0.11, fast:0.08, logic:0.07, es:0.05.",,,,,
A1,Standard CheckList,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,N/A,"Standard CheckList report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,N/A,"Standard CheckList report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,N/A,"CheckList + Attribution report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""moves"", 0.11976925877705873], [""laps"", 0.10757990703719211], [""fast"", 0.0848959145023985], [""logic"", 0.06567644208100731], [""es"", 0.05480919887115835], [""enough"", 0.047187485556958], [""cover"", 0.0344922930078472], [""to"", 0.03262957060815939], [""and"", 0.03237263498725763], [""manual"", 0.02984820655398654]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,N/A,"CheckList + Attribution report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""moves"", 0.11976925877705873], [""laps"", 0.10757990703719211], [""fast"", 0.0848959145023985], [""logic"", 0.06567644208100731], [""es"", 0.05480919887115835], [""enough"", 0.047187485556958], [""cover"", 0.0344922930078472], [""to"", 0.03262957060815939], [""and"", 0.03237263498725763], [""manual"", 0.02984820655398654]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,sst2_robust_0112,sst2,distilbert,robustness,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",POSITIVE,NEGATIVE,N/A,"CheckList + Counterfactual report: Dataset: sst2. Model: distilbert. Capability: robustness. Relation: invariance. Input: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . . Expected label: POSITIVE. Predicted label: NEGATIVE. The counterfactual prediction was NEGATIVE, with counterfactual fail status=1. Counterfactual sensitivity CS=0.032. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
