sentence,label,idx,dataset,task,text,premise,hypothesis,question1,question2,sentence1,sentence2
,1,5768.0,mnli,nli,,Most of the Clinton women were in their 20s at the time of their Clinton encounter,Bill Clinton isn't a rapist,,,,
,0,9299.0,mnli,nli,,"On various episodes he is a member, along with Bluebeard and the Grim Reaper, of the Jury of the Damned; he takes part in a snake-bludgeoning (in a scandal exposed by a Bob Woodward book); his enemies list is used for dastardly purposes; even his dog Checkers is said to be bound for hell.",Various episodes depict that he is a member.,,,,
,0,3149.0,mnli,nli,,This popular show spawned the aquatic show at the Bellagio.,Bellagio's water display was born from this well received show.,,,,
,2,2927.0,mnli,nli,,"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.",Fannie Mae had terrible public-relations.,,,,
,0,5914.0,mnli,nli,,"Little is recorded about this group, but they were probably the ancestors of the Gododdin, whose feats are told in a seventh-century Old Welsh manuscript.",Gododdin's accomplishments have been recorded in a Welsh manuscript.,,,,
,0,4960.0,mnli,nli,,i understand i can imagine you all have much trouble up there with insects or,I can imagine how you are troubled by insects up there,,,,
,0,2880.0,mnli,nli,,"Howard Berman of California, an influential Democrat on the House International Relations Committee.",Howard Berman is a Democrat of the House.,,,,
,2,8203.0,mnli,nli,,An article explains that Al Gore enlisted for the Vietnam War out of fealty to his father and distaste for draft  Gore deplored the inequity of the rich not having to serve.,Gore dodged the draft.,,,,
,0,7787.0,mnli,nli,,"I am glad she wasn't, said Jon.",Jon was glad that she wasn't. ,,,,
,0,7556.0,mnli,nli,,"If necessary to meeting the restrictions imposed in the preceding sentence, the Administrator shall reduce, pro rata, the basic Phase II allowance allocations for each unit subject to the requirements of section 414.",Section 414 helps balance allowance allocations for units.,,,,
,0,6465.0,mnli,nli,,"Second, reducing the rate of HIV transmission is in any event not the only social goal worth  If it were, we'd outlaw sex entirely.","Reducing HIV is important, but there are also other worthy causes.",,,,
,0,9781.0,mnli,nli,,yes well yeah i am um actually actually i think that i at the higher level education i don't think there's so much of a problem there it's pretty much funded well there are small colleges that i'm sure are struggling,I think there are some small colleges that are having trouble.,,,,
,1,4053.0,mnli,nli,,"The most comfortable way to see these important Hoysala temples is to visit them on either side of an overnight stay at Hassan, 120 km (75 miles) northwest of Mysore.",The best hotels in the region are in Hassan.  ,,,,
,0,1217.0,mnli,nli,,"We saw a whole new model develop - a holistic approach to lawyering, one-stop shopping, she said. ",She mentioned approaching the law with a holistic approach/,,,,
,0,7178.0,mnli,nli,,Click here for Finkelstein's explanation of why this logic is expedient.,Select this option for Finkelstein's understanding of why this logic is expedient.,,,,
,2,39.0,mnli,nli,,"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.",It's impossible to have a plate hand-painted to your own design in Hong Kong.,,,,
,0,8885.0,mnli,nli,,of course you could annex Cuba but they wouldn't like that a bit,"We could annex Cuba, but they wouldn't like that.",,,,
,2,6666.0,mnli,nli,,"She hardly needs to mention it--the media bring it up anyway--but she invokes it subtly, alluding (as she did on two Sunday talk shows) to women who drive their daughters halfway across the state to shake my hand, a woman they dare to believe in.",She really needs to mention it,,,,
,2,8157.0,mnli,nli,,"First, get the basics right, that is, the blocking and tackling of financial reporting.",The basics don't need to be right first.,,,,
,1,3995.0,mnli,nli,,STANDARD COSTING - A costing method that attaches costs to cost objects based on reasonable estimates or cost studies and by means of budgeted rates rather than according to actual costs incurred.,Standard Costing was applied to the ledger.,,,,
,2,1758.0,mnli,nli,,"NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.",The exhibition was too bare and too boring. ,,,,
,2,5552.0,mnli,nli,,"More reserved and remote but a better administrator and financier than his uncle, Charles Brooke imposed on his men his own austere, efficient style of life.","The uncle had no match in administration; certainly not in his inefficient and careless nephew, Charles Brooke.",,,,
,2,4476.0,mnli,nli,,Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.,The Legacy Golf Club is just inside city limits.,,,,
,2,3325.0,mnli,nli,,"year, they gave morethan a half million dollars to Western Michigan Legal Services.",They do not give money to legal services.,,,,
,2,7537.0,mnli,nli,,'Would you like some tea?',Do you want some coffee?,,,,
,2,7940.0,mnli,nli,,"On a December day in 1917, British General Allenby rode up to Jaffa Gate and dismounted from his horse because he would not ride where Jesus walked; he then accepted the surrender of the city after the Ottoman Turks had fled (the flag of surrender was a bed-sheet from the American Colony Hotel).","In 1917, the Brittish General Allenby surrendered the city using a bed-sheet.",,,,
,0,8409.0,mnli,nli,,Daniel took it upon himself to explain a few things.,Daniel explained what was happening.,,,,
,2,7899.0,mnli,nli,,yep same here,That never happened to me.,,,,
,0,4104.0,mnli,nli,,because then they'll or you have a prescription,You would have a prescription.,,,,
,0,2874.0,mnli,nli,,well it's a pleasure talking with you,It's lovely speaking with you. ,,,,
,2,4845.0,mnli,nli,,"By seeding packs with a few high-value cards, the manufacturer is encouraging kids to buy Pokemon cards like lottery tickets.",Each Pokemon card pack is filled with every rare card a kid could want.,,,,
,1,3934.0,mnli,nli,,He reported masterfully on the '72 campaign and the Hell's Angels.,He generally reports very well on all kinds of things.,,,,
,2,5351.0,mnli,nli,,"The final rule was determined to be an economically significant regulatory action by the Office of Management and Budget and was approved by OMB as complying with the requirements of the Order on March 26, 1998.",The final rule was declared not to be an economically significant regulator action.,,,,
,2,2982.0,mnli,nli,,well Dana it's been really interesting and i appreciate talking with you,"Dana, this conversation bored me.",,,,
,1,5235.0,mnli,nli,,"The dramatic cliffs of the Serra de Tramuntana mountain range hug the coastline of the entire northwest and north, from Andratx all the way to the Cape of Formentor.",Andratx is on the northwest coast and the Cape of Formentor is further east.,,,,
,2,2614.0,mnli,nli,,"Keep young skins safe by covering them with sunblock or a T-shirt, even when in the water.",Sunblock is an unnecessary precaution if you are in the water.,,,,
,0,6318.0,mnli,nli,,"In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).",U.S. consumers and factories in East Asia benefit from imports.,,,,
,0,8045.0,mnli,nli,,Diets for men in their prime,Healthy eating choices for optimally aged men. ,,,,
,0,6217.0,mnli,nli,,"Four or five from the town rode past, routed by their diminished numbers and the fury of the Kal and Thorn.",Kal and Thorn were very angry.,,,,
,2,2478.0,mnli,nli,,Several of its beaches are officially designated for nudism (known locally as naturisme) the most popular being Pointe Tarare and a functionary who is a Chevalier de la L??gion d'Honneur has been appointed to supervise all aspects of sunning in the buff.,There are no people who sun in the bluff.,,,,
,2,7931.0,mnli,nli,,Tourist Information offices can be very helpful.,Tourist Information offices are never of any help.,,,,
,1,2165.0,mnli,nli,,yes uh i bought a uh Bristol thirty five five for my wife,I bought the Bristol from the old pawn shop near the docks.,,,,
,1,1739.0,mnli,nli,,Nabatean trading town on the route from Gaza to Petra .,Many exotic goods are for sale in the town.,,,,
,0,3184.0,mnli,nli,,(Imagine the difference between smoking a cigarette and injecting pure nicotine directly into a vein.),Picture injecting nicotine into a vein compared to smoking a cigarette.,,,,
,1,7281.0,mnli,nli,,"Have her show it,"" said Thorn.",Thorn said she should show her new sword.,,,,
,2,8276.0,mnli,nli,,And she came to you?,The woman asked if he came to her.,,,,
,2,6740.0,mnli,nli,,Per week?,Every day.,,,,
,0,8012.0,mnli,nli,,"Although I'm certain it amused Scott Shuger (an amusing guy, to judge by the terrific Today's Papers) to join the ranks of those who have publicly disparaged Linda Tripp, the fact remains that nothing in his piece, , reflects at all on Tripp herself.",I know it amused Shuger to join the people ripping Linda Tripp apart.,,,,
,2,4254.0,mnli,nli,,"Ocho Rios is Spanish for  eight rivers,  but this name is not descriptive of the area.","Ocho Rios means pink penguins in Spanish, and this name describes the area.",,,,
,1,8730.0,mnli,nli,,IQ boosting was achieved through a fetal replacement process where the embryos from two carefully selected mothers were to be switched from one to another.,IQ boosting can be done through fetal replacement in the first trimester.,,,,
,1,8103.0,mnli,nli,,"In an effort to more thoroughly explore this topic, we expanded our discussions beyond the eight organizations that were the primary subjects of our study by requesting the Computer Security Institute to informally poll its most active members on this subject.",The Computer Security Institute is the most helpful organization for this discussion.  ,,,,
,2,4004.0,mnli,nli,,um yeah we've tried to do that we've paid ours off you know all the way down to where we had everything down to zero and especially right before i i quit work two years ago to stay home with the kids,We did not pay ours off at any time.  ,,,,
,1,6630.0,mnli,nli,,"The Indigenous Project, a new program run by the Oregon Law Center, is one of only a handful of places in the United States where indigenous farmworkers from Mexico and Central America can find free and confidential legal aid.",The Indigenous Project is run by the Oregon Law Center in Portland.,,,,
,1,8121.0,mnli,nli,,A recorded menu will provide information on how to obtain these lists.,These menus are created by experts. ,,,,
,0,6517.0,mnli,nli,,"Did Meriwether Lewis really commit suicide, as historians claim?","Was Lewis' death a suicide, as has been said by historians?",,,,
,2,7207.0,mnli,nli,,Perhaps tax reform doesn't appeal to the new spiritualized side of Bradley.,Bradley don't have spiritual beliefs.,,,,
,2,9468.0,mnli,nli,,The Data Warehousing Institute provides education and training in the data warehousing and business intelligence industry.,The Data Warehousing Institute provides guidance only in carpentry industry.,,,,
,0,8159.0,mnli,nli,,The last stages of uploading are like a mental dry-heave.,The final part of uploading feels like a mental dry-heave.,,,,
,2,4695.0,mnli,nli,,"Using a threestep development planning process, managers assess their current capabilities, determine their specific development needs, and build and execute a development plan.",Building and executing a development plan is impossible.,,,,
,1,4464.0,mnli,nli,,yeah plus uh you know look at the you know the besides the pollution the the aspect of invasion of privacy there's a big pollution aspect too i find i throw out a lot of those flyers and i have no interest in,I have even considered getting a dog to prevent people from putting flyers on my door.,,,,
,0,7635.0,mnli,nli,,This is Susan.,Susan is who this is. ,,,,
,0,6334.0,mnli,nli,,"However, assuming the procedural requirements of Chapter 36 are met, changes negotiated by the Postal Service and a mail user for their mutual benefit may merit recommendation under the applicable statutory standards.",Changes negotiated by the Postal Service and a mail user for their mutual benefit may merit recommendation under the applicable statutory standards.,,,,
,1,5802.0,mnli,nli,,"It spoke of thousands of years, even before the times of the old empire.",The old Empire is still ongoing.,,,,
,2,6775.0,mnli,nli,,"A portion of the nation's income, in turn, is saved, allowing for additional investment in domestic factories, equipment, and other forms of capital that workers use to produce more goods and services or for investment abroad.",All of the nation's income should be spent on construction.,,,,
,2,3235.0,mnli,nli,,Accusations of corruption among officials in Rao's administration in 1995 also paved the way for a comeback.,Nobody accused any officials in Rao's administration of corruption in 1995.,,,,
,1,7828.0,mnli,nli,,Overlapping the others?,Overlapping the other photos?,,,,
,2,4111.0,mnli,nli,,"On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax.",The summit of Mount Fengari are off limits and you cannot climb to it.,,,,
,1,8501.0,mnli,nli,,"Last year, that campaign - primarily among private attorneys - drew less than $40,000 while the Nashville legal aid fund-raising garnered more than $500,000.",The Memphis campaign was tiny compared to Nashville's ,,,,
,1,8200.0,mnli,nli,,"As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000.",The new version of the rule closed certain loopholes.,,,,
,2,346.0,mnli,nli,,need the car the next day type deal so,You need the car several weeks later.,,,,
,1,3798.0,mnli,nli,, Two more weeks with my cute TV satellite dish have increased my appreciation of it.,I've got two more weeks to decided if I wanna keep it or return it.,,,,
,2,8668.0,mnli,nli,,The credibility of the United States working with its European partners in NATO is on the line.,The United States currently enjoys high favorability among its European allies who trust it completely.,,,,
,2,4084.0,mnli,nli,,well his knees were bothering him yeah,He was in tip-top condition.,,,,
,1,4475.0,mnli,nli,,They are all quotations from the Old Testament Book of Aunt Ruth.,The Old Testament was read to the children in the church.,,,,
,1,8500.0,mnli,nli,,"These days, newspaper writers are no longer allowed the kind of license he took.",Newspaper writers need to be more factual and careful these days.,,,,
,2,5441.0,mnli,nli,,I am not.,I am.,,,,
,1,2407.0,mnli,nli,,"Jon was fighting at full speed, sweat forming on his brow.",Jon was fighting demons at full speed.,,,,
,0,8643.0,mnli,nli,,"The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast.",Most of the houses on Kastro date back to the 14th century.,,,,
,2,6081.0,mnli,nli,,yeah really no kidding,"Oh, you're just joking. ",,,,
,1,4442.0,mnli,nli,,She's smiling but her eyes are closed.,Her eyes would not open but she is smiling.,,,,
,2,3991.0,mnli,nli,,we were talking . Try to behave,"We are having an argument, come at me if you dare!",,,,
,1,8250.0,mnli,nli,,The management of the cafe has established the rules for the use of their facility.,The management of the cafe enforces a strict dress code.,,,,
,2,1981.0,mnli,nli,,"As he emerged, Boris remarked, glancing up at the clock: ""You are early.","Boris remarked, glancing at the clock, 'You are late.'",,,,
,0,2724.0,mnli,nli,,"Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.",Pearl River is the fifth longest river in China.,,,,
,0,7729.0,mnli,nli,,oh wow no i just started about well five years ago i think,It had started five years ago.,,,,
,1,5953.0,mnli,nli,,These runs could cost far more than the value of the small improvement in service.,"The runs would cost $36,000.",,,,
,2,1691.0,mnli,nli,,We know essentially nothing about life beyond Earth.,We know everything about life beyond Earth. ,,,,
,0,9792.0,mnli,nli,,"They encourage us to indulge ourselves, and they exhort us to worry about our competence at work.","They want us to indulge ourselves, and force us to worry at work. ",,,,
,1,8667.0,mnli,nli,,"That example points to an important general  Total expenditure is determined by the value of the prize, whether we're talking about presidential campaigns or state lotteries.",They wanted to show it was valid in different situations.,,,,
,2,8686.0,mnli,nli,,Always check with drivers and hotel employees to determine if road conditions are good before you depart.,The roads are always in good condition. ,,,,
,1,2458.0,mnli,nli,,yeah what do you do,What do you do with the teeth?,,,,
,0,6266.0,mnli,nli,,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i,I quit drinking and smoking so I guess it is just old age.,,,,
,1,4608.0,mnli,nli,,sometimes well there's definitely a lot more hitting,The man says that there's a lot more hitting.,,,,
,0,9363.0,mnli,nli,,Bolts of blue and tips of steal.,The bolts were blue.,,,,
,2,4048.0,mnli,nli,,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,,,,
,2,7583.0,mnli,nli,,okay and and i think we just hang up i don't think we have to do anything else,We need to wait until they tell us what to do. ,,,,
,1,8137.0,mnli,nli,,Time reports that Harrer denies having known she was.),Harrer denies having known she was going to kill him.,,,,
,0,3078.0,mnli,nli,,Because the paper did not say that.,The paper did not explain that.,,,,
,2,8087.0,mnli,nli,,"In reviewing this history, it's important to make some crucial distinctions.",There's no point in analyzing the past.,,,,
,0,8365.0,mnli,nli,,"Of particular significance --the American public has become acutely aware of the hazards to their health, including the risk of mortality, posed by inhalation of fine particles and exposure to mercury through fish consumption.","Mercury exposure is dangerous, and can occur through the eating of fish.",,,,
,0,7461.0,mnli,nli,,"In addition, special service areas are funded for two populations with special needs - Native Americans and migrant workers.",There are special service areas for both Native Americans and migrant workers. ,,,,
,2,4373.0,mnli,nli,,"After three days of using the gel, my mouth has returned to its familiar self.",After three days they could no longer stand the pain.,,,,
,2,6343.0,mnli,nli,,Angry consumers would complain about cheapo car care.,Angry consumers don't bother to complain about cheapo car care.,,,,
,0,2833.0,mnli,nli,,well what station plays uh that type of music,Which radio station plays that kind of music?,,,,
,2,5467.0,mnli,nli,,Both professors soon realized that creating a new language was not an easy task.,Professors realized it was easy to make a new language.,,,,
,0,2310.0,mnli,nli,,Yet Mrs. Inglethorp ordered a fire! ,Mrs. Inglethorp asked for a fire in spite of that.,,,,
,2,8824.0,mnli,nli,,"But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.",The cushion cannot be depleted and there is not going to be another recession.,,,,
,1,3532.0,mnli,nli,,Lydians and Persians,Lydians and Persians were friendly nations.,,,,
,0,7104.0,mnli,nli,,The FCC will publish a notice in the Federal Register when such approval is granted.,"After approval is granted, the FCC will publish a notice in the Federal Register.",,,,
,0,3931.0,mnli,nli,,Lydians and Persians,Persians and Lydians,,,,
,2,5169.0,mnli,nli,,"They were so sure of themselves that they took it for granted he had made a mistake.""",They were unconfident so they were hesitant to think he might have made a mistake.,,,,
,1,1937.0,mnli,nli,,"Named after the city gentleman and infamous burglar, it is one of the best-known pubs in the city.",The pub sells a larger range of beers than any other pub in the city.,,,,
,0,1880.0,mnli,nli,,"Some experts say there's a greater chance of a making a catch in the cooler days of spring and autumn, and in the hours after sunset.","According to some professionals, cooler times are the best for getting a catch.",,,,
,0,1747.0,mnli,nli,,"It describes six applications of case study methods, including the purposes and pitfalls of each, and explains similarities and differences among the six.",There are six applications for case study methods.,,,,
,2,311.0,mnli,nli,,um-hum yeah right uh is yours a is it a a slab foundation or pier and beam,Your foundation is being beamed away.,,,,
,1,971.0,mnli,nli,,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh,The state parks are almost always kept in good condition.,,,,
,1,8710.0,mnli,nli,,Shall I tell you what it would be like for your soul to live in the muck of a swamp in a mandrake root?  Dave shook his head.,Shall I send your soul into a mandrake root?,,,,
,1,2075.0,mnli,nli,,"The search for an AIDS vaccine currently needs serious help, with the U.S. government, the biggest investor in the effort, spending less than 10 percent of its AIDS-research budget on the problem.",The search for an AIDS vaccine is a noble effort with many stakeholders.,,,,
,0,7937.0,mnli,nli,,we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on,She wasn't aware what was going on after her stroke.,,,,
,2,7202.0,mnli,nli,,"Marilyn Manson is darker, more serious, and more vicious than Alice Cooper was.",Marilyn Manson and Alice Cooper are some of the nicest people around.,,,,
,1,9689.0,mnli,nli,,"France knew a good thing when she seized one, but then so did Britain.",France knew this was a good place to stay.,,,,
,2,4574.0,mnli,nli,,Participate in the postaward audit for assessing thedegree of success of the acquisition.,Nobody participates in the audit after the award.,,,,
,2,8455.0,mnli,nli,,hi Mary have you gone visiting uh any new restaurants lately,"Hi Mary, thanks for going to the restaurant with me yesterday, it was fun.",,,,
,2,7665.0,mnli,nli,,Jon was about to require a lot from her.,Jon needed nothing to do with her.,,,,
,0,7859.0,mnli,nli,,NOx can be transported long distances and contribute to ozone many hundreds of miles from its source.,NOx moves hundreds of miles from its starting point to for ozone.,,,,
,2,6400.0,mnli,nli,,Tommy felt his ascendancy less sure than a moment before.,Tommy got more sure about his ascendancy.,,,,
,0,6884.0,mnli,nli,,"Even though the scratch was tiny, it broke his heart and haunted him for two weeks.",The scratch haunted him for two weeks.,,,,
,2,8350.0,mnli,nli,,"The director, Michael Mann, has never tried to tell a story as complex (or nonviolent) as The Insider , and he and his co-screenwriter, Eric Roth, don't shape their narrative very satisfyingly.",Michael Mann made his directorial debut in it.,,,,
,1,6004.0,mnli,nli,,"Despite protests by preservationists, there was little alternative.",The oil pipeline caused an uproar from the environmental preservationalists.,,,,
,0,483.0,mnli,nli,,"The entire economy received a massive jump-start with the outbreak of the Korean War, with Japan ironically becoming the chief local supplier for an army it had battled so furiously just a few years earlier.",Japan became the local supplier for Korea.,,,,
,2,3094.0,mnli,nli,,taken up by the oh okay oh so you know well that's i had wondered sometimes i knew that there was a lot of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah,It was easy to do and did not take much effort.  ,,,,
,2,6723.0,mnli,nli,,my parents uh were sailing uh this last year down off uh Costa Rica and they took about two weeks and went into i don't even know the name of the river there but they went white water rafting and Mom said it was absolutely just a wonderful experience she said it was truly incredible,My parents have never gone sailing or white water rafting.,,,,
,0,4342.0,mnli,nli,,His family had lost a son and a daughter now.,The family had children that have passed away.,,,,
,2,733.0,mnli,nli,,no no not at all it,All of them,,,,
,2,6973.0,mnli,nli,,and these comments were considered in formulating the interim rules.,The interim rules failed to take the comments into consideration.,,,,
,2,3060.0,mnli,nli,,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i,I drink and smoke.,,,,
,2,3209.0,mnli,nli,,well UNLV they say UNLV may be the greatest amateur team ever,UNLV is terrible.,,,,
,1,8292.0,mnli,nli,,sort of a building season season yeah,The time for major construction projects.,,,,
,2,3160.0,mnli,nli,,"Territorial rights, in the form of a deck chair, can be assured for a nominal sum.",You have no territorial rights with a deck chair.,,,,
,0,3382.0,mnli,nli,,"Tom is the winner of a year's supply of Turtle Wax, and he will receive his prize just as soon as the Shopping Avenger figures out how much Turtle Wax actually constitutes a year's supply.",Tom is the winner of this years contest.,,,,
,2,2114.0,mnli,nli,,"Each caters to a specific crowd, so hunt around until you find the one right for you.",You won't have to search at all to find one that works for you.,,,,
,1,7086.0,mnli,nli,,okay i guess we're on,"From your tone of voice, I could only assume that you want to go through with this, right?",,,,
,1,3891.0,mnli,nli,,yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it,Declaring a major is a big step.,,,,
,2,3912.0,mnli,nli,,did you well it's not just that are there enough jobs for people here now,there still aren't enough jobs for everyone here,,,,
,1,8286.0,mnli,nli,,"To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.",Many questioned why he was painting with blood in the first place.,,,,
,0,3125.0,mnli,nli,,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""",The 29th will be next Sunday.,,,,
,1,3873.0,mnli,nli,,"As long as Assad lives, he can manage these troubles and keep an agreement with Israel.","As long as Assad doesn't die in the hurricane, he will still be able to take care of the trouble with the soldiers. ",,,,
,2,92.0,mnli,nli,,if the United States had used full conventional power.,The United States has no power to use.,,,,
,1,119.0,mnli,nli,,"As a basic guide, the symbols below have been used to indicate high-season rates in Hong Kong dollars, based on double occupancy, with bath or shower.","As you can see, the symbols are of dolphins and octopuses.",,,,
,0,4834.0,mnli,nli,,yes it is kind it is family and it's fun it's a fun thing and kids enjoy that and,"It involves the family, it is fun, and kids love that.",,,,
,0,958.0,mnli,nli,,yeah it's true it is in in fact i have a friend of mine that moved to North Carolina she's um an emergency room nurse she does the operating room,This person I'm close to is an emergency room nurse at a hospital in North Carolina.,,,,
,1,7407.0,mnli,nli,,Saint-Paul-de-Vence,Saint-Paul-de-Vence is a commune in the Provence-Alpes-Côte-d'Azur region in the department of Alpes-Maritimes in the district of Grasse and canton of Cagnes-sur-Mer-Ouest.,,,,
,1,2083.0,mnli,nli,,"By contrast, their grandson, who assumed the throne in 1516, was born in Flanders in 1500, and Charles I could barely express himself in Spanish.",Charlies I was seen by his subjects as an outsider.,,,,
,0,4942.0,mnli,nli,,"Mack Lee, Body Servant of General Robert E. Lee Through the Civil War , published in 1918.",The Body Servant was Mack Lee.,,,,
,0,8408.0,mnli,nli,,"The central features of the Results Act-strategic planning, performance measurement, and public reporting and accountability-can serve as powerful tools to help change the basic culture of government.",The Results Act has strategic planning as a central feature for public organizations.,,,,
,0,1496.0,mnli,nli,,"What Ellison is doing here, as Hemingway did, is equating the process of becoming an artist with that of becoming a man.",The process of becoming an artist was compared by Ellison and Hemingway to becoming a man.,,,,
,2,799.0,mnli,nli,,"The library is the largest of any plantation in Jamaica, with over 300 volumes, including three first editions; the books would have been used to while away the long humid days.","The library is the smallest estate in Jamaica, with only three books. ",,,,
,1,7485.0,mnli,nli,,Buffet and a  la carte available.,It has a buffet for lunch and dinner.,,,,
,2,9351.0,mnli,nli,,"(The employee was later rehired, and Bob denies the charge.)",The employee did not get their job back.,,,,
,2,487.0,mnli,nli,,NONFEDERAL PHYSICAL PROPERTY ANNUAL STEWARDSHIP INFORMATION For the Fiscal Year Ended September,The report details federal physical property,,,,
,2,1313.0,mnli,nli,,"However unsatisfactory and over-argued the revisionist case, it did make one serious  that the United States had clear national and economic interests and found the Cold War an unusually congenial way to pursue them.","While the revisionist case has always been held in high regard, it has never made any serious points about the United States economic interests.",,,,
,1,251.0,mnli,nli,,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",,,,
,0,7146.0,mnli,nli,,"Despite protests by preservationists, there was little alternative.",There wasn't much of an alternative despite the cries of the preservationalists.,,,,
,2,8361.0,mnli,nli,,huh no i haven't attempted that i'm satisfied with what we have right now and we do have a gas credit card and we use that,I don't care for what we have right now.,,,,
,2,6074.0,mnli,nli,,"I think as soon as they get you, they'll come for me.",They will come after me first.,,,,
,1,2110.0,mnli,nli,,The draft treaty was Tommy's bait.,Tommy took the bait of the treaty.,,,,
,0,3768.0,mnli,nli,,"Unless the report is restricted by law or regulation, auditors should ensure that copies be made available for public inspection.",Copies for the public inspection should be ensured by the auditors.,,,,
,0,5321.0,mnli,nli,,"Tell me, how did those scribbled words on the envelope help you to discover that a will was made yesterday afternoon?"" Poirot smiled. ","Tell me, how could you tell from that text that a will was made yesterday afternoon?",,,,
,0,4898.0,mnli,nli,,"Unfortunately, following the vogue of conceptualism, Kentridge has entered a film in the show, , which uses animation of sketches much cruder than the ones he usually does interspersed with documentary footage from the apartheid era.",Kentridge once created a documentary footage from the apartheid era.,,,,
,2,1877.0,mnli,nli,,more of a football powerhouse up there i guess,He's terrible at football there.,,,,
,1,1608.0,mnli,nli,,to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then,Last year we planned to do that during winter and it was nice and cold. ,,,,
,0,2707.0,mnli,nli,,The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.,Political cleansing did not happen.,,,,
,0,4333.0,mnli,nli,,"In the summer, the Sultan's Pool, a vast outdoor amphitheatre, stages rock concerts or other big-name events.",There is an amphitheatre called the Sultan's Pool.,,,,
,1,1373.0,mnli,nli,,"The notable thing for me about the Left Behind series--beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, mass death, and the return of the Messiah, is that all the Jewish characters are Christian.",The Left Behind series is about people converting to Christianity.,,,,
,0,4889.0,mnli,nli,,and not only that it it opens you to phone solicitations,It also opens the door to move marketing calls.,,,,
,1,6906.0,mnli,nli,,"Look here, I said, ""I may be altogether wrong. ","I couldn't think of any other explanation, however. ",,,,
,0,88.0,mnli,nli,,so i guess my experience is is just with what we did and and so they didn't really go through the child care route they were able to be home together,They were able to be home rather than having to worry about getting child care.,,,,
,0,3815.0,mnli,nli,,This data is used to model the behavior of access costs.,This data is used to model the behavior of access costs.,,,,
,1,5824.0,mnli,nli,,She had thrown away her cloak and tied her hair back into a topknot to keep it out of the way.,She tied her hair up with a ribbon,,,,
,2,7130.0,mnli,nli,,uh wasn't that Jane Eyre no he wrote Jane Eyre too,He did not write Jane Eyre or any other book.,,,,
,1,1175.0,mnli,nli,,i've yeah i've done it before and when i was in high in high school and college and thoroughly enjoyed it and and it's really a a blast my wife hates it but that's the way life is i guess,I would like to do it again. ,,,,
,0,7815.0,mnli,nli,,"Although it's hard to disagree with James Surowiecki's roasting of Wade Cook in The Book on Cook, Surowiecki's assertion that the equity stock option market is simply a big casino that contribute[s] nothing to the smooth functioning of capital markets is both wrong and silly.",James Surowiecki asserts that the equity stock option market contributes nothing to the smooth functioning of capital markets.,,,,
,0,7084.0,mnli,nli,,"Similar conclusions have been reached by state legal needs' studies in a dozen states including Florida, Georgia, Hawaii, Illinois, Indiana, Kentucky, Maryland, Massachusetts, Missouri, Nevada, New York, and Virginia, using a variety of methodologies for estimating the unmet legal needs of the poor.", Similar conclusions have been reached by state legal needs' studies ,,,,
,0,5646.0,mnli,nli,,"By then, the program had added Carroll and Grayson counties and the city of Galax and had five attorneys.",Carroll and Grayson counties had been added.,,,,
,2,4894.0,mnli,nli,,The other is retrospective and intended to help those who review case study reports to assess the quality of completed case studies.,There is no help given to reviewers of case studies.,,,,
